;ITALIAN
prop_description/tree_joshua;Bratus Agnus è una specie molto resistente che può sopravvivere per periodi prolungati senza acqua. Ciò consente all'albero di sopravvivere anche nelle zone climatiche più secche. Fioriscono molto raramente e producono frutti minuscoli e non commestibili.
prop_description/tree_leaky;Bratus Futilis non sembra un albero normale, né si comporta come tale. Vive in una relazione simbiotica con una specie molto specifica di fungo. L'albero produce piccole appendici bioluminescenti, che attraggono gli animali, che il fungo cattura grazie alla sua superficie appiccicosa. Quindi, il fungo fornisce nutrienti sia a se stesso che all'albero.
resource_name/acid;Acido
resource_name/ai;Nuclei AI
resource_name/ammo_manufacturing;Munizioni torrette difensive
resource_name/ammo_mech_energy;"Cella energetica <img=""gui/hud/building_info_mech"">"
resource_name/ammo_mech_explosive;"Esplosivo <img=""gui/hud/building_info_mech"">"
resource_name/ammo_mech_high_caliber;"Di alto calibro <img=""gui/hud/building_info_mech"">"
resource_name/ammo_mech_liquid;"Liquido <img=""gui/hud/building_info_mech"">"
resource_name/ammo_mech_low_caliber;"Di basso calibro <img=""gui/hud/building_info_mech"">"
resource_name/ammo_tower_explosive;"Esplosivo <img=""gui/hud/building_info_tower"">"
resource_name/ammo_tower_high_caliber;"<img=""gui/hud/building_info_tower""> di alto calibro"
resource_name/ammo_tower_liquid;"Liquido <img=""gui/hud/building_info_tower"">"
resource_name/ammo_tower_low_caliber;"Di basso calibro <img=""gui/hud/building_info_tower"">"
resource_name/biomas_sapling;Erba Regolare
resource_name/biomass_animal;Biomassa animale
resource_name/biomass_plant;Biomassa vegetale
resource_name/carbon_vein;Minerale di carbonio
resource_name/carbonium;Carbonio
resource_name/cobalt;Cobalto
resource_name/cobalt_vein;Minerale di cobalto
resource_name/compressed_resources;Risorse Comp.
resource_name/consumables_manufacturing;Materiali di consumo
resource_name/download;Scaricamento
resource_name/energy;Energia
resource_name/ferdonite;Ferdonite
resource_name/flammable_gas;Gas infiammabile
resource_name/flammable_gas_compressed;Gas infiammabile compresso
resource_name/geothermal_vent;Sfiato geotermico
resource_name/hazenite;Hazenite
resource_name/iron_vein;Minerale di ironio
resource_name/magma;Magma
resource_name/magma_compressed;Magma compresso
resource_name/magma_pool;Pozza di magma
resource_name/meteorite_fragment;Frammento di meteorite
resource_name/morphium;Morfio
resource_name/morphium_compressed;Morfina compressa
resource_name/morphium_pool;Piscina di morfio
resource_name/mud;Fango
resource_name/mud_compressed;Fango compresso
resource_name/mud_pool;Piscina di fango
resource_name/palladium;Palladio
resource_name/palladium_vein;Minerale di palladio
resource_name/plasma;Plasma
resource_name/plasma_charged;Super plasma
resource_name/plasma_charged_compressed;Super plasma compresso
resource_name/plasma_compressed;Plasma compresso
resource_name/player_ammo_manufacturing;Munizioni tuta meccanica
resource_name/research;Ricerca
resource_name/rhodonite;Rodonite
resource_name/sample_crystal;Campione di cristallo
resource_name/sludge;Fango
resource_name/sludge_compressed;Melma compressa
resource_name/sludge_pool;Piscina di fanghi
resource_name/specimen;Campione
resource_name/steel;Ironio
resource_name/supercoolant;Super refrigerante
resource_name/supercoolant_compressed;Super refrigerante compresso
resource_name/tanzanite;Tanzanite
resource_name/titanium;Titanio
resource_name/titanium_vein;Minerale di titanio
resource_name/uranium;Uranio
resource_name/uranium_ore;Uranio grezzo
resource_name/uranium_vein;Minerale di uranio
resource_name/water;Acqua
resource_name/water_compressed;Acqua compressa
resource_name/water_pool;Piscina d'acqua
stream/event/add_carbonium;Assegna ${value_add_carbonium} Carbonio.
stream/event/add_cobalt;Assegna ${value_add_cobalt} Cobalto.
stream/event/add_palladium;Assegna ${value_add_palladium} Palladio.
stream/event/add_steel;Dai ${value_add_steel} Ironio.
stream/event/add_titanium;Assegna ${value_add_titanium} titanio.
stream/event/add_uranium;Assegna ${value_add_uranium} uranio.
stream/event/add_uranium_ore;Dona ${value_add_uranium_ore} minerale di uranio.
stream/event/ammunition_support;Supporto per le munizioni. (Tap Tap!)
stream/event/boss_attack;Attacco del boss.
stream/event/cancel_the_attack;Annulla l'attacco imminente.
stream/event/change_time_of_day;Cambia l'ora del giorno.
stream/event/extra_ammo;Fornisci munizioni extra.
stream/event/full_ammo;Fornire munizioni complete.
stream/event/help_from_above;Aiuto dall'alto. (Tap Tap!)
stream/event/meteor_strike;Impatto di un meteorite.
stream/event/new_objective;Nuovo obiettivo.
stream/event/remove_ammo;Togliete tutte le munizioni.
stream/event/remove_carbonium;Togli ${value_remove_carbonium} carbonio.
stream/event/remove_cobalt;Togli ${value_remove_cobalt} cobalto.
stream/event/remove_steel;Togli ${value_remove_steel} Ironio.
stream/event/remove_uranium;Togliere ${value_remove_uranium} uranio.
stream/event/remove_uranium_ore;Rimuovi ${value_remove_uranium_ore} minerale di uranio.
stream/event/shegret_attack;Attacco Shegret
stream/event/spawn_acid_fissures;Fessure acide.
stream/event/spawn_acid_rain;Pioggia acida.
stream/event/spawn_blood_moon;Luna di sangue.
stream/event/spawn_blue_hail;Grandine azzurra.
stream/event/spawn_dust_storm;Tempesta di polvere.
stream/event/spawn_earthquake;Terremoto.
stream/event/spawn_fog;Nebbia.
stream/event/spawn_ion_storm;Tempesta ionica.
stream/event/spawn_meteor_shower;Pioggia di meteore.
stream/event/spawn_rain;Piovere.
stream/event/spawn_resource_comet;Cometa delle risorse.
stream/event/spawn_resource_earthquake;Terremoto delle risorse.
stream/event/spawn_solar_burn;Scottatura solare.
stream/event/spawn_solar_eclipse;Eclissi solare.
stream/event/spawn_super_moon;Superluna.
stream/event/spawn_thunderstorm;Temporale.
stream/event/spawn_tornado_near_base;Tornado vicino alla base.
stream/event/spawn_tornado_near_player;Tornado vicino al giocatore.
stream/event/spawn_volcanic_ash_clouds;Nubi di cenere vulcanica.
stream/event/spawn_volcanic_rock_rain;Pioggia di rocce vulcaniche.
stream/event/spawn_wind_none;Niente vento.
stream/event/spawn_wind_strong;Vento forte.
stream/event/spawn_wind_weak;Vento debole.
stream/event/stronger_attack;Attacco più forte in arrivo.
stream/event/tornado_away_base;Allontanare il tornado dalla base.
stream/event/tornado_away_player;Allontanare il tornado dal giocatore.
stream/event/tornado_towards_base;Sposta il tornado verso la base.
stream/event/tornado_towards_player;Muovi il tornado verso il giocatore.
stream/event/unlock_research;Sblocca la ricerca ${value_name_unlock_research}.
TRANSLATION/rich_presence_1;Esplorando il menu di Riftbreaker.
TRANSLATION/rich_presence_2;Giocando alla modalità Campagna Riftbreaker.
TRANSLATION/rich_presence_3;Giocando alla modalità Riftbreaker Survival.
TRANSLATION/rich_presence_4;Suonare il Riftbreaker.
TRANSLATION/rich_presence_prologue_1;Esplorando il menu del prologo di Riftbreaker.
TRANSLATION/rich_presence_prologue_2;Riproduzione del prologo di Riftbreaker.
TRANSLATION/save_strings/campaign_save_subtitle;Metadati della campagna
TRANSLATION/save_strings/campaign_save_title;${campaign_name} - salva stato
TRANSLATION/save_strings/config_subtitle;
TRANSLATION/save_strings/config_title;Configurazione della console
TRANSLATION/save_strings/map_save_subtitle;Dati mappa: ${map_name}
TRANSLATION/save_strings/map_save_title;${campaign_name} - salva stato
TRANSLATION/save_strings/user_config_subtitle;
TRANSLATION/save_strings/user_config_title;Configurazione utente
TRANSLATION/save_strings/user_profile_subtitle;
TRANSLATION/save_strings/user_profile_title;Profilo utente
voice_over/announcement/base_damaged_acid_rain;Base danneggiata dall'acido
voice_over/announcement/base_damaged_hail;Base danneggiata dalla grandine
voice_over/announcement/base_damaged_heat;Base danneggiata dal calore
voice_over/announcement/base_damaged_meteor;Base danneggiata dai meteoriti
voice_over/announcement/base_damaged_radioactive;Base danneggiata dalla radioattività
voice_over/announcement/base_damaged_sunburn;Base danneggiata da scottature solari
voice_over/announcement/base_damaged_tornado;Base danneggiata dal tornado
voice_over/announcement/base_under_attack;Base sotto attacco!
voice_over/announcement/building_available;Nuovo Edificio Disponibile
voice_over/announcement/building_destroyed;Edificio distrutto
voice_over/announcement/building_limit;Limite di costruzione pieno
voice_over/announcement/carbonium_depleted;Deposito di carbonio esaurito
voice_over/announcement/carbonium_full;Deposito di carbonio pieno
voice_over/announcement/cobalt_depleted;Deposito di cobalto esaurito
voice_over/announcement/cobalt_full;Deposito di cobalto pieno
voice_over/announcement/connector_destroyed;Connettore energetico distrutto
voice_over/announcement/crafting_available;Nuovo Crafting disponibile
voice_over/announcement/crafting_completed;Creazione completata
voice_over/announcement/magnetic_stabilizer_too_close;Stabilizzatore magnetico troppo vicino
voice_over/announcement/mech_health_low;Salute della tuta meccanica bassa
voice_over/announcement/no_tech_selected;Nessuna tecnologia selezionata
voice_over/announcement/not_enough_ai_cores;Non ci sono abbastanza core AI
voice_over/announcement/not_enough_ammo_tower;Munizioni della torre insufficienti
voice_over/announcement/not_enough_animal_biomass;Non abbastanza biomassa animale
voice_over/announcement/not_enough_carbonium;Non abbastanza carbonio
voice_over/announcement/not_enough_cobalt;Non abbastanza cobalto
voice_over/announcement/not_enough_energy;Non abbastanza energia
voice_over/announcement/not_enough_palladium;Non abbastanza palladio
voice_over/announcement/not_enough_plant_biomass;Non abbastanza biomassa vegetale
voice_over/announcement/not_enough_resources;Risorse non sufficienti
voice_over/announcement/not_enough_steel;Non abbastanza Ironio
voice_over/announcement/not_enough_titanium;Non abbastanza titanio
voice_over/announcement/not_enough_uranium;Non abbastanza uranio
voice_over/announcement/palladium_depleted;Giacimento di palladio esaurito
voice_over/announcement/palladium_full;Deposito di palladio pieno
voice_over/announcement/portal_destroyed;Portale distrutto
voice_over/announcement/portal_too_close;Portale troppo vicino
voice_over/announcement/pump_too_close;Pompa troppo vicina
voice_over/announcement/steel_depleted;Deposito di ironio esaurito
voice_over/announcement/steel_full;Deposito Ironium pieno
