;ITALIAN
gui/hud/objective_name/story/magma_find_new_resource/gather_titanium;Raccogli il titanio utilizzando il Geoscanner:
gui/hud/objective_name/story/magma_find_rare_resource/find_ferdonite;Cerca Ferdonite utilizzando il Geoscanner:
gui/hud/objective_name/story/magma_find_rare_resource/scout_ferdonite;Esplora una zona ricca di ferdonite.
gui/hud/objective_name/story/magma_find_samples/find_titanium;Individua il giacimento nascosto di titanio.
gui/hud/objective_name/story/magma_find_samples/find_titanium.excavate;Individuare il giacimento con il Geoscanner e scavarlo.
gui/hud/objective_name/story/magma_find_samples/find_titanium.gather_titanium;Raccogli il titanio:
gui/hud/objective_name/story/magma_find_samples/find_titanium.radar_coverage;Costruisci radar per localizzare il deposito. Copertura dell'area:
gui/hud/objective_name/story/magma_gather_samples;Cerca il minerale di titanio in una nuova posizione planetaria.
gui/hud/objective_name/story/magma_resource_outpost/build.outpost;Costruisci un avamposto vicino a un giacimento di titanio.
gui/hud/objective_name/story/magma_resource_outpost/build.rare_element_mine;Costruisci una miniera di elementi rari su un giacimento di titanio.
gui/hud/objective_name/story/magma_scout/gather_specimen;Raccogliere campioni di criopiante:
gui/hud/objective_name/story/magma_scout/scout;Cercare anomalie di temperatura nell'area.
gui/hud/objective_name/story/research_cryo_tech;"Fai una ricerca su ""Cryo Tech"" per esplorare l'area vulcanica."
gui/hud/objective_name/story/research_cultivator;Ricerca sulla coltivazione di flora aliena.
gui/hud/objective_name/story/research_radar;Fai una ricerca su 'Edifici ausiliari' per trovare il titanio.
gui/hud/objective_name/story/research_tech_ferdonite_handling;Ricerca sulla manipolazione della ferdonite.
gui/hud/objective_name/story/research_tech_hazenite_handling;Ricerca sulla manipolazione dell'hazenite.
gui/hud/objective_name/story/research_tech_rhodonite_handling;Ricerca sulla manipolazione della rodonite.
gui/hud/objective_name/story/research_tech_tanzanite_handling;Ricerca sulla manipolazione della tanzanite.
gui/hud/objective_name/story/rift_station;Prepara la Rift Station per alimentare il portale che riporta sulla Terra.
gui/hud/objective_name/story/rift_station_charging;Sopravvivi finché il Rift Portal non si stabilizza.
gui/hud/objective_name/story/rift_station_close;La connessione con la Terra crollerà in:
gui/hud/objective_name/story/rift_station_close;La connessione con la Terra crollerà in:
gui/hud/objective_name/story/rift_station_cooldown;L'apertura del portale non è riuscita. Attendi che la stazione Rift si raffreddi:
gui/hud/objective_name/story/rift_station_open;Riaprire la fenditura per tornare sulla Terra.
gui/hud/objective_name/story/rift_station.activate;Attiva la sequenza di potenziamento della Rift Station.
gui/hud/objective_name/story/rift_station.diagnostics;Raggiungi la Rift Station.
gui/hud/objective_name/story/rift_station.energy;Accumula energia per la carica iniziale.
gui/hud/objective_name/story/rift_station.resource;Consegna ${resource_name/${resource}} alla stazione Rift.
gui/hud/objective_name/story/rift_station.stabilizers;Costruisci stabilizzatori magnetici attorno alla stazione Rift.
gui/hud/objective_name/story/stregaros_gather_samples;Viaggio al Nido degli Stregaros.
gui/hud/objective_name/story/use_planetary_scanner;Utilizza l'interfaccia dello scanner orbitale per effettuare il rift jump verso luoghi distanti.
gui/hud/objective_name/survival/final_attack_prepare;La spaccatura verso la Terra si sta aprendo. Preparatevi all'attacco finale.
gui/hud/objective_name/survival/final_attack_survive;Sopravvivi all'attacco finale.
gui/hud/objective_name/survival/main_objective;Sopravvivi finché non riesci ad aprire una fenditura per tornare sulla Terra
gui/hud/objective_name/survival/prepare_for_attack;Preparatevi per un attacco imminente.
gui/hud/objective_name/upgrade_hq/lvl1_prepare_for_attack;Forte attacco in arrivo.
gui/hud/objective_name/upgrade_hq/lvl2_prepare_for_attack;Attacco molto forte proveniente da due direzioni.
gui/hud/objective_name/upgrade_hq/lvl3_prepare_for_attack;Un'orda enorme in arrivo.
gui/menu/planetary_scanner/mission_acid_find_new_resource;Raccogli campioni di minerale di palladio.
gui/menu/planetary_scanner/mission_acid_find_new_resource_description;La scansione orbitale ha rilevato una posizione ricca di palladio nelle Acidic Plains. Recati lì per raccogliere maggiori informazioni sull'abbondanza di minerale di palladio, per scoprire se ce n'è abbastanza per stabilire un avamposto minerario permanente.
gui/menu/planetary_scanner/mission_acid_find_rare_resource;Concentrazione di rodonite
gui/menu/planetary_scanner/mission_acid_find_rare_resource_description;In questa zona è stata rilevata un'alta concentrazione di cristalli rossi contenenti Rodonite. Fai un salto di Rift in questa posizione per acquisire grandi quantità di questa risorsa e raccogliere campioni dei cristalli ricchi di Rodonite.
gui/menu/planetary_scanner/mission_acid_find_samples;Ricerca sulle colonie di lievito acido
gui/menu/planetary_scanner/mission_acid_find_samples_description;In questa zona sono state rilevate colonie di lievito acido. Costruisci una stazione di ricerca vicino alle radici di una delle colonie per scoprire come il lievito metabolizza il palladio. Questo dovrebbe aiutarci a tracciare depositi più grandi di questa risorsa. Per questa missione è altamente raccomandata la schermatura acida.
gui/menu/planetary_scanner/mission_acid_resource_outpost;Avamposto minerario del palladio
gui/menu/planetary_scanner/mission_acid_resource_outpost_description;Stabilisci un avamposto minerario permanente di palladio nelle pianure acide. In questa zona sono stati rilevati anche ricchi depositi di carbonio e ironio. Attenzione! Un'intensa crescita di colonie di lieviti acidi può mettere a repentaglio il nostro avamposto.
gui/menu/planetary_scanner/mission_acid_scout;Ricognizione delle pianure acide
gui/menu/planetary_scanner/mission_acid_scout_description;Il palladio è stato rilevato in uno strano bioma planetario coperto da dense nubi acide. Cercate nell'area nuove risorse e raccogliete dati sulla fonte delle emissioni acide.
gui/menu/planetary_scanner/mission_desert_find_new_resource;Raccogli campioni di minerale di uranio.
gui/menu/planetary_scanner/mission_desert_find_new_resource_description;Abbiamo individuato una nuova area all'interno del bioma desertico che può potenzialmente contenere condensazioni più elevate o elementi radioattivi. Andateci per cercare campioni di minerale di uranio per ulteriori ricerche.
gui/menu/planetary_scanner/mission_desert_find_rare_resource;Concentrazione di tanzanite
gui/menu/planetary_scanner/mission_desert_find_rare_resource_description;Nel deserto radioattivo sono stati individuati grandi campi di cactus contenenti tanzanite. Il salto Rift in questa posizione per acquisire grandi quantità di questa risorsa e raccogliere campioni di ricerca dei cactus ricchi di tanzanite.
gui/menu/planetary_scanner/mission_desert_find_samples;Nido di Stregaros
gui/menu/planetary_scanner/mission_desert_find_samples_description;La scansione orbitale ha rilevato una probabile area di riproduzione della specie Stregaros all'interno del Deserto Radioattivo. Possiamo effettuare un rift jump in quella posizione per saperne di più su queste particolari creature. Cercare maggiori informazioni su questa specie ci aiuterà ad adattarci meglio all'ambiente ostile di questo bioma.
gui/menu/planetary_scanner/mission_desert_resource_outpost;Avamposto di estrazione dell'uranio
gui/menu/planetary_scanner/mission_desert_resource_outpost_description;Stabilisci un avamposto minerario permanente di Uranio nel bioma del Deserto Radioattivo. In questa zona sono stati rilevati anche ricchi depositi di Carbonio e Ironio.
gui/menu/planetary_scanner/mission_desert_scout;Ricognizione del deserto radioattivo
gui/menu/planetary_scanner/mission_desert_scout_description;Uno dei continenti più grandi su Galatea 37 è un deserto radioattivo sterile. La scansione orbitale indica la presenza di elementi pesanti come uranio e torio. Esplora l'area alla ricerca di potenziali fonti di combustibile nucleare.
gui/menu/planetary_scanner/mission_headquarters;Sede centrale
gui/menu/planetary_scanner/mission_jungle_find_rare_resource;Concentrazione di Hazenite
gui/menu/planetary_scanner/mission_jungle_find_rare_resource_description;Sono stati individuati grandi campi di piante contenenti Hazenite nella Zona Tropicale. Il Rift jump raggiunge questa posizione per acquisire grandi quantità di questa risorsa e raccogliere campioni di piante ricche di Hazenite.
gui/menu/planetary_scanner/mission_jungle_resource_outpost;Avamposto minerario di cobalto
gui/menu/planetary_scanner/mission_jungle_resource_outpost_description;Stabilire un avamposto minerario permanente di cobalto nella zona tropicale. In questa zona sono stati rilevati anche ricchi depositi di carbonio e ironio.
gui/menu/planetary_scanner/mission_magma_find_new_resource;Raccogli campioni di minerale di Titanio
gui/menu/planetary_scanner/mission_magma_find_new_resource_description;In questa zona sono stati localizzati depositi sotterranei di titanio. Fai un salto di rift in questa posizione per cercare di scavarli. Attenzione! Intenso bombardamento di roccia vulcanica.
gui/menu/planetary_scanner/mission_magma_find_rare_resource;Concentrazione di Ferdonite
gui/menu/planetary_scanner/mission_magma_find_rare_resource_description;In questa zona è stata rilevata un'alta concentrazione di cristalli contenenti Ferdonite. Il salto Rift in questa posizione consente di acquisire grandi quantità di questa risorsa e di raccogliere campioni dei cristalli ricchi di Ferdonite.
gui/menu/planetary_scanner/mission_magma_find_samples;Individua un giacimento di Titanio
gui/menu/planetary_scanner/mission_magma_find_samples_description;Un grande deposito di titanio è stato rilevato nella zona. Costruisci più radar per triangolarne la posizione. Per questa missione è altamente consigliato uno scudo termico.
gui/menu/planetary_scanner/mission_magma_resource_outpost;Avamposto minerario di titanio
gui/menu/planetary_scanner/mission_magma_resource_outpost_description;Stabilire un avamposto minerario permanente di titanio nell'area vulcanicamente attiva del pianeta. In quest'area sono stati rilevati anche ricchi depositi di carbonio e ironio.
gui/menu/planetary_scanner/mission_magma_scout;Ricognizione dell'area vulcanica
gui/menu/planetary_scanner/mission_magma_scout_description;La scansione orbitale ha rilevato tracce di titanio nel continente più attivo a livello vulcanico di Galatea 37. Esplora l'area alla ricerca di nuovi depositi di risorse. Attenzione! Sono state rilevate anomalie di temperatura intense.
DIALOG/weather/mech_cavein_warning_01;Sto rilevando un'instabilità della struttura del soffitto nelle vicinanze. Un crollo è imminente.
DIALOG/weather/mech_cavein_warning_02;La struttura del soffitto si sta crepando lì vicino. Dovremmo aspettarci un piccolo crollo a breve.
DIALOG/weather/mech_cavein_start_01;Attenzione! La grotta lì vicino è crollata.
DIALOG/weather/mech_cavein_start_02;Attenzione! È in corso un crollo.
DIALOG/weather/ashley_cavein_warning_01;La grotta rimbomba. Dovremmo aspettarci un crollo a breve.
DIALOG/weather/ashley_cavein_warning_02;Sento delle crepe lontane che echeggiano nelle caverne. Sta per arrivare un crollo.
DIALOG/weather/ashley_cavein_start_01;C'è un crollo nelle vicinanze. Bloccherà alcuni tunnel.
DIALOG/weather/ashley_cavein_start_02;Il soffitto è crollato lì vicino. Questo potrebbe bloccare alcuni passaggi.
DIALOG/weather/mech_stalactytes_warning_01;La struttura cristallina sopra di noi sta iniziando a risuonare. Aspettatevi un bombardamento di rocce tra un momento.
DIALOG/weather/mech_stalactytes_warning_02;Attenzione! Il soffitto sopra di noi sta diventando instabile.
DIALOG/weather/mech_stalactytes_start_01;Pericolo! Grandi pezzi di cristallo ci stanno cadendo addosso. Manovre evasive!
DIALOG/weather/mech_stalactytes_start_02;Pericolo! Il tetto sta crollando!
DIALOG/weather/ashley_stalactytes_warning_01;Oh no! I cristalli sopra di noi si stanno muovendo. Tra un momento cadranno.
DIALOG/weather/ashley_stalactytes_warning_02;Il tetto sopra di noi trema. Sta per crollare da un momento all'altro.
DIALOG/weather/ashley_stalactytes_start_01;Il tetto sta crollando! Manovre evasive, signor Riggs!
DIALOG/weather/ashley_stalactytes_start_02;Corri signor Riggs! La caverna ci sta crollando addosso.
DIALOG/weather/mech_crystal_growth_start_01;Rilevata esplosione di energia sconosciuta. Ho segnato la sua posizione stimata sulla nostra mappa. Dovremmo indagare su quell'area.
DIALOG/weather/mech_crystal_growth_start_02;Emissione di energia in corso. Qualcosa sta accadendo vicino alla nostra posizione. Dovremmo controllare quella posizione.
DIALOG/weather/ashley_crystal_growth_find_01;Bello! È un grande giacimento di minerali. Possiamo raccogliere questi cristalli.
DIALOG/weather/ashley_crystal_growth_find_02;Wow, questi cristalli devono essere cresciuti qui in pochi secondi. Sono molto ricchi di risorse, dovremmo raccoglierli.
DIALOG/weather/mech_crystal_growth_find_01;Questi cristalli devono essere appena cresciuti qui. La loro composizione è molto ricca di risorse. Dovremmo raccogliere questi minerali.
DIALOG/weather/mech_crystal_growth_find_02;Questa formazione minerale deve essersi appena cristallizzata qui. Possiamo usare queste risorse.
DIALOG/weather/mech_cave_in_warning_01;Attenzione. Rilevo un aumento dell’attività sismica. Un crollo è imminente.
DIALOG/weather/ashley_cave_in_warning_01;Avverto lievi scosse. Penso che un crollo sia imminente. Dovremmo fare attenzione alle rocce in caduta.
DIALOG/weather/mech_cave_in_start_01;Attenzione. Una parte del sistema di grotte è appena crollata.
DIALOG/weather/ashley_cave_in_start_01;Una parte del sistema di grotte è appena crollata.
DIALOG/weather/mech_cave_in_start_02;Attenzione. Si è verificato un crollo in alcune parti del sistema di grotte. Fortunatamente la struttura rocciosa sopra di noi sembra stabile.
DIALOG/weather/ashley_cave_in_start_02;Alcune parti del sistema di grotte sono appena crollate. Speriamo che il soffitto sopra di noi non cada un giorno.
DIALOG/weather/mech_blooming_air_start_01;Rilevo un aumento radicale del contenuto biologico nell'atmosfera. La riproduzione vegetativa è accelerata ovunque intorno a noi.
